order_id,order_date,customer_name,region,category,sub_category,sales,quantity,discount,profit
ORD-304326,2023-08-25,Lisa Rodriguez,West,Furniture,Bookcases,1041.8,5,0.0,250.03
ORD-304327,2023-11-26,Mr. John Jensen,South,Technology,Phones,1376.95,10,0.03,289.16
ORD-304328,2023-09-22,Michael Anderson,West,Technology,Copiers,846.93,8,0.07,143.98
ORD-304329,2023-10-05,Mallory Griffith,West,Office Supplies,Storage,1439.08,3,0.03,302.21
ORD-304330,2025-11-15,Xavier Hill,Central,Office Supplies,Storage,81.53,9,0.03,17.12
ORD-304331,2024-04-03,Tara Johnson,East,Technology,Copiers,1394.51,2,0.0,334.68
ORD-304332,2023-04-15,Kiara Reynolds,South,Furniture,Tables,86.47,9,0.0,20.75
ORD-304333,2025-03-22,Brian Rowe,West,Furniture,Tables,806.93,10,0.1,112.97
ORD-304334,2025-01-06,Brian Castro,South,Office Supplies,Paper,1355.28,6,0.03,284.61
ORD-304335,2024-02-06,Rebecca Anderson,South,Office Supplies,Binders,474.73,2,0.03,99.69
ORD-304336,2024-08-25,Colleen Bullock,Central,Furniture,Chairs,1001.52,3,0.07,170.26
ORD-304337,2024-07-29,Gregory Mercer,South,Office Supplies,Binders,1408.29,5,0.07,239.41
ORD-304338,2025-10-30,Jenny Castaneda,East,Office Supplies,Storage,1051.44,7,0.07,178.74
ORD-304339,2025-11-30,Richard Collins,Central,Office Supplies,Paper,581.81,1,0.0,139.63
ORD-304340,2025-07-29,Sarah Johnson,South,Office Supplies,Paper,1043.27,8,0.0,250.38
ORD-304341,2024-10-02,Wendy Price,East,Furniture,Bookcases,1307.09,6,0.1,182.99
ORD-304342,2025-08-03,Andrea Boyd,South,Furniture,Bookcases,279.2,1,0.07,47.46
ORD-304343,2025-12-21,Tara Simpson,East,Furniture,Bookcases,1344.68,3,0.1,188.26
ORD-304344,2026-01-10,Melissa Rodriguez,Central,Office Supplies,Paper,663.88,6,0.03,139.41
ORD-304345,2023-12-11,Tonya Bell,East,Furniture,Tables,831.36,3,0.0,199.53
ORD-304346,2024-09-15,Dominic Braun,South,Furniture,Bookcases,803.64,1,0.1,112.51
ORD-304347,2025-09-11,Natasha Martin,Central,Technology,Phones,993.2,4,0.0,238.37
ORD-304348,2023-07-21,Luis Sanders,West,Furniture,Tables,1071.52,5,0.1,150.01
ORD-304349,2023-06-28,Pamela Cooper,West,Technology,Phones,887.95,7,0.03,186.47
ORD-304350,2023-05-18,Tanya Nash,Central,Technology,Copiers,1196.39,5,0.03,251.24
ORD-304351,2024-03-08,Emily Turner,West,Technology,Phones,1495.57,1,0.1,209.38
ORD-304352,2024-08-27,Jennifer Smith,Central,Technology,Accessories,696.16,1,0.03,146.19
ORD-304353,2024-01-25,Michael Warren,Central,Office Supplies,Storage,1376.67,7,0.07,234.03
ORD-304354,2025-07-17,Karen Mcdonald,West,Technology,Phones,945.34,4,0.07,160.71
ORD-304355,2025-07-02,Andrew Johnson,West,Furniture,Bookcases,1152.68,10,0.03,242.06
ORD-304356,2024-02-26,Mark Taylor,West,Office Supplies,Paper,421.04,3,0.1,58.95
ORD-304357,2025-08-23,Andrew Duncan IV,West,Technology,Accessories,858.3,3,0.07,145.91
ORD-304358,2025-07-27,Penny Sharp,West,Technology,Phones,1402.0,1,0.03,294.42
ORD-304359,2023-05-07,Gregory Lee,West,Office Supplies,Storage,1308.96,5,0.0,314.15
ORD-304360,2025-12-06,Charles Anderson,South,Furniture,Tables,961.35,4,0.03,201.88
ORD-304361,2023-07-05,Sheila Thompson,East,Office Supplies,Storage,899.62,1,0.0,215.91
ORD-304362,2023-07-21,Mark Campbell,South,Office Supplies,Binders,572.63,5,0.07,97.35
ORD-304363,2025-09-28,Brad Porter,South,Furniture,Bookcases,1237.38,9,0.1,173.23
ORD-304364,2023-07-25,Jennifer Mcintyre,South,Technology,Phones,620.83,1,0.0,149.0
ORD-304365,2023-09-11,Jeffrey Berg,South,Technology,Copiers,116.4,3,0.0,27.94
ORD-304366,2023-05-05,Mark Higgins,Central,Technology,Accessories,1007.39,2,0.1,141.03
ORD-304367,2024-01-01,Jessica Jacobson,East,Furniture,Chairs,780.29,1,0.0,187.27
ORD-304368,2024-06-24,Veronica Howard,West,Furniture,Chairs,604.42,4,0.03,126.93
ORD-304369,2023-12-31,Joseph Fleming,South,Office Supplies,Paper,889.72,3,0.07,151.25
ORD-304370,2024-02-14,Stephen Villa,East,Office Supplies,Binders,554.67,1,0.1,77.65
ORD-304371,2024-01-26,Alfred Lewis,West,Office Supplies,Binders,1128.61,9,0.07,191.86
ORD-304372,2024-08-19,Melissa Smith,Central,Furniture,Tables,106.09,9,0.1,14.85
ORD-304373,2024-12-05,Tammy Allen,Central,Furniture,Bookcases,941.97,8,0.0,226.07
ORD-304374,2026-01-01,Janice Garcia,Central,Office Supplies,Binders,1070.45,2,0.07,181.98
ORD-304375,2024-07-21,Ashley Stevens,South,Technology,Phones,575.56,9,0.1,80.58
ORD-304376,2026-01-28,Katie Nguyen,Central,Technology,Copiers,1224.39,4,0.0,293.85
ORD-304377,2025-09-24,Lacey Daniels,West,Technology,Phones,778.74,7,0.1,109.02
ORD-304378,2024-02-19,Daniel Johnson,South,Technology,Accessories,236.46,5,0.07,40.2
ORD-304379,2025-12-20,Pamela Hernandez,South,Furniture,Chairs,631.82,8,0.03,132.68
ORD-304380,2024-02-28,Margaret Martinez,Central,Office Supplies,Paper,508.3,5,0.1,71.16
ORD-304381,2026-04-02,Charles Harmon,East,Furniture,Bookcases,310.19,9,0.1,43.43
ORD-304382,2023-04-16,Dr. Melissa Scott,South,Furniture,Chairs,192.39,1,0.1,26.93
ORD-304383,2023-12-17,Craig Myers,Central,Office Supplies,Binders,902.0,4,0.03,189.42
ORD-304384,2023-10-25,Charles Mcdowell,East,Furniture,Bookcases,374.26,4,0.03,78.59
ORD-304385,2024-02-21,Julia Vance,Central,Office Supplies,Paper,753.9,4,0.03,158.32
ORD-304386,2023-08-25,Barry Smith,Central,Office Supplies,Storage,79.77,6,0.07,13.56
ORD-304387,2024-06-25,Kayla Gomez,East,Office Supplies,Storage,593.22,5,0.07,100.85
ORD-304388,2024-12-17,Beth Robertson,East,Furniture,Tables,1220.58,1,0.0,292.94
ORD-304389,2025-08-06,Melissa Turner,West,Technology,Accessories,861.46,8,0.1,120.6
ORD-304390,2026-03-11,Stacey Bridges,East,Office Supplies,Binders,406.89,4,0.1,56.96
ORD-304391,2024-09-17,Samantha Clements,Central,Technology,Copiers,643.2,3,0.0,154.37
ORD-304392,2025-08-02,Julie Maldonado,Central,Technology,Accessories,154.78,3,0.0,37.15
ORD-304393,2025-05-28,Timothy Harrison,East,Furniture,Tables,1476.6,4,0.07,251.02
ORD-304394,2025-11-02,Caleb Johnson,South,Furniture,Bookcases,659.38,8,0.0,158.25
ORD-304395,2023-08-24,Steven Guzman,Central,Technology,Accessories,585.0,4,0.07,99.45
ORD-304396,2024-08-02,Paige Moore,South,Technology,Accessories,1232.41,2,0.07,209.51
ORD-304397,2025-02-12,Cindy Thomas,West,Technology,Copiers,1314.44,8,0.1,184.02
ORD-304398,2025-07-23,Michael Rodriguez,South,Technology,Phones,615.82,8,0.0,147.8
ORD-304399,2024-12-03,Jorge Wallace,South,Furniture,Bookcases,514.89,1,0.03,108.13
ORD-304400,2023-08-05,Richard Padilla,West,Technology,Phones,1152.45,6,0.1,161.34
ORD-304401,2024-07-26,Charles Johnson,Central,Office Supplies,Binders,1322.06,6,0.03,277.63
ORD-304402,2024-11-07,Denise Edwards,East,Technology,Accessories,1332.91,5,0.1,186.61
ORD-304403,2025-10-25,Paula Stuart,East,Office Supplies,Paper,667.86,6,0.1,93.5
ORD-304404,2025-08-08,Christian Lambert PhD,West,Furniture,Bookcases,571.82,8,0.03,120.08
ORD-304405,2025-06-12,Andrew Wade,Central,Technology,Copiers,790.28,3,0.1,110.64
ORD-304406,2025-11-28,Tiffany Thompson,Central,Furniture,Tables,1098.67,5,0.1,153.81
ORD-304407,2025-10-18,Patricia Dixon,West,Office Supplies,Binders,745.86,5,0.0,179.01
ORD-304408,2024-08-01,Susan Rodriguez,West,Office Supplies,Paper,788.95,9,0.1,110.45
ORD-304409,2024-11-14,Michael King,West,Office Supplies,Storage,1416.72,1,0.0,340.01
ORD-304410,2025-02-17,Stephanie Hughes,West,Technology,Phones,468.18,2,0.1,65.55
ORD-304411,2025-01-06,Kara Lang,East,Office Supplies,Storage,890.45,9,0.1,124.66
ORD-304412,2025-09-29,James Hall,South,Office Supplies,Binders,1150.68,8,0.1,161.1
ORD-304413,2025-12-06,Melissa Smith,Central,Furniture,Bookcases,1054.56,5,0.0,253.09
ORD-304414,2025-04-07,Luke Cruz,Central,Furniture,Chairs,959.78,6,0.0,230.35
ORD-304415,2023-11-28,Shawn Thomas,West,Furniture,Tables,908.52,8,0.0,218.04
ORD-304416,2024-06-26,Robin Shaw,West,Technology,Phones,258.07,1,0.03,54.19
ORD-304417,2023-06-21,Robert Griffin,South,Technology,Phones,98.7,1,0.0,23.69
ORD-304418,2025-02-01,Rachel Jones,West,Furniture,Tables,310.24,2,0.0,74.46
ORD-304419,2024-04-07,Karen Davis,South,Office Supplies,Storage,1381.27,8,0.0,331.5
ORD-304420,2025-02-27,Lori Peters,East,Furniture,Chairs,130.68,3,0.07,22.22
ORD-304421,2023-12-12,Lance Miller,Central,Office Supplies,Storage,531.02,5,0.1,74.34
ORD-304422,2024-11-05,Monique Ballard,South,Furniture,Tables,301.56,8,0.03,63.33
ORD-304423,2024-06-18,John Gonzalez,Central,Furniture,Chairs,697.01,9,0.07,118.49
ORD-304424,2023-11-24,William Booker,East,Furniture,Tables,1290.44,2,0.03,270.99
ORD-304425,2024-12-25,Jasmine Hughes,West,Technology,Phones,626.06,7,0.1,87.65
ORD-304426,2024-09-24,Michelle Griffin,West,Office Supplies,Paper,643.85,4,0.1,90.14
ORD-304427,2024-09-17,David Wilson,Central,Office Supplies,Binders,1259.08,8,0.0,302.18
ORD-304428,2025-02-09,Tyler Chen,Central,Furniture,Bookcases,353.66,7,0.1,49.51
ORD-304429,2024-07-15,David Woodward,East,Furniture,Chairs,185.96,5,0.03,39.05
ORD-304430,2023-11-13,Hayley Grant,South,Office Supplies,Binders,744.18,8,0.07,126.51
ORD-304431,2023-10-12,Hector Morrison,South,Technology,Phones,342.25,6,0.1,47.91
ORD-304432,2026-01-26,Isaiah Walker,East,Office Supplies,Binders,1006.04,2,0.1,140.85
ORD-304433,2023-10-05,Tammie Frederick,South,Furniture,Bookcases,411.1,3,0.03,86.33
ORD-304434,2023-05-22,Jacob Young,Central,Furniture,Chairs,630.58,7,0.0,151.34
ORD-304435,2025-12-09,Donna Brown,South,Office Supplies,Storage,278.51,8,0.07,47.35
ORD-304436,2024-06-20,Jeremy Hill,East,Technology,Accessories,367.73,9,0.0,88.26
ORD-304437,2025-05-04,Mariah Ruiz,Central,Office Supplies,Paper,333.26,4,0.07,56.65
ORD-304438,2025-09-16,Dylan Collins,Central,Furniture,Chairs,924.29,6,0.07,157.13
ORD-304439,2025-11-23,Travis Peters,South,Office Supplies,Paper,1035.02,5,0.1,144.9
ORD-304440,2024-02-23,Jason Shaw,West,Furniture,Chairs,1261.89,8,0.1,176.66
ORD-304441,2024-06-12,Joseph Boone,Central,Office Supplies,Binders,1040.49,1,0.1,145.67
ORD-304442,2025-07-13,Eric Macdonald,East,Office Supplies,Paper,173.08,9,0.0,41.54
ORD-304443,2024-12-21,Joshua Merritt,South,Technology,Phones,271.47,1,0.1,38.01
ORD-304444,2025-03-13,Lisa Jennings,East,Office Supplies,Storage,751.35,1,0.07,127.73
ORD-304445,2024-09-20,Richard Smith,West,Technology,Copiers,598.94,7,0.07,101.82
ORD-304446,2024-12-28,Anthony Green,Central,Office Supplies,Binders,217.66,2,0.03,45.71
ORD-304447,2024-01-27,Brian White,Central,Technology,Phones,861.0,8,0.1,120.54
ORD-304448,2025-12-24,Michael Brown,Central,Technology,Accessories,98.23,5,0.1,13.75
ORD-304449,2025-04-30,Melanie Rice MD,East,Furniture,Bookcases,1366.75,4,0.1,191.34
ORD-304450,2024-10-01,Sierra Johnson,Central,Office Supplies,Paper,472.1,4,0.0,113.3
ORD-304451,2023-04-27,Daniel Reyes,West,Technology,Copiers,897.44,4,0.07,152.56
ORD-304452,2025-03-16,Steven Robertson,South,Furniture,Bookcases,1086.6,1,0.03,228.19
ORD-304453,2026-01-02,Anna Lucero,East,Office Supplies,Binders,627.7,8,0.0,150.65
ORD-304454,2024-03-27,Michael Mejia,East,Technology,Copiers,1372.49,3,0.03,288.22
ORD-304455,2025-10-23,Manuel Mcconnell,West,Furniture,Bookcases,414.92,2,0.1,58.09
ORD-304456,2023-10-27,Shane Gonzales,South,Technology,Phones,1078.95,9,0.1,151.05
ORD-304457,2025-06-01,Thomas Garrett,East,Furniture,Bookcases,409.12,10,0.1,57.28
ORD-304458,2023-08-01,Ann Jackson MD,Central,Office Supplies,Binders,1340.26,2,0.1,187.64
ORD-304459,2024-04-27,Jennifer Harrison,East,Technology,Copiers,1108.66,5,0.1,155.21
ORD-304460,2024-06-08,Wendy Moran,East,Furniture,Bookcases,711.05,1,0.1,99.55
ORD-304461,2025-11-02,Jacqueline Weiss,West,Technology,Copiers,1462.01,4,0.07,248.54
ORD-304462,2025-06-11,Elizabeth Morris,Central,Office Supplies,Storage,781.79,1,0.0,187.63
ORD-304463,2025-09-16,Robert Rios,West,Furniture,Bookcases,1290.55,8,0.0,309.73
ORD-304464,2024-10-29,Alexander Phillips,East,Technology,Phones,1315.11,8,0.0,315.63
ORD-304465,2023-07-19,Kelly Turner,Central,Technology,Phones,1044.03,8,0.07,177.49
ORD-304466,2023-08-19,Veronica Martin,West,Furniture,Chairs,1172.35,6,0.0,281.36
ORD-304467,2025-10-26,Sarah Evans,Central,Technology,Accessories,189.08,5,0.03,39.71
ORD-304468,2024-07-05,Zachary Smith,West,Technology,Phones,749.78,6,0.03,157.45
ORD-304469,2025-07-07,Aaron Martinez,Central,Furniture,Chairs,553.54,1,0.03,116.24
ORD-304470,2024-09-06,Kaitlyn King,West,Furniture,Bookcases,61.21,7,0.03,12.85
ORD-304471,2024-04-14,Lindsey Cruz,East,Technology,Accessories,206.34,5,0.0,49.52
ORD-304472,2023-09-06,Sara Thompson,South,Office Supplies,Binders,548.11,3,0.0,131.55
ORD-304473,2024-05-17,Melissa Deleon,South,Furniture,Chairs,768.26,9,0.0,184.38
ORD-304474,2023-10-21,Jamie Juarez,South,Furniture,Chairs,188.86,3,0.1,26.44
ORD-304475,2023-12-18,Ruben Valdez,East,Office Supplies,Binders,1365.59,6,0.1,191.18
ORD-304476,2024-02-01,Andrew Reed,West,Office Supplies,Binders,999.1,4,0.0,239.78
ORD-304477,2024-03-01,Christina Hernandez,West,Technology,Accessories,1052.08,3,0.07,178.85
ORD-304478,2023-07-11,Michael Shaw,West,Furniture,Bookcases,518.4,5,0.1,72.58
ORD-304479,2026-02-15,Mitchell Orr,South,Furniture,Tables,474.02,1,0.1,66.36
ORD-304480,2023-09-11,Rhonda Pollard,Central,Technology,Copiers,594.48,10,0.1,83.23
ORD-304481,2025-02-14,Daniel Torres,East,Office Supplies,Paper,222.55,7,0.07,37.83
ORD-304482,2023-12-17,David Houston,Central,Technology,Phones,1010.05,8,0.03,212.11
ORD-304483,2025-03-19,Angela Collins,East,Technology,Phones,400.66,2,0.07,68.11
ORD-304484,2023-04-29,Barbara Powers,East,Office Supplies,Binders,277.16,10,0.03,58.2
ORD-304485,2025-09-27,Allison Lopez,East,Office Supplies,Binders,195.66,2,0.0,46.96
ORD-304486,2023-08-25,David Davis,Central,Technology,Copiers,1310.91,1,0.1,183.53
ORD-304487,2024-03-12,Jonathan Campbell Jr.,Central,Technology,Copiers,1323.53,1,0.03,277.94
ORD-304488,2025-01-12,Bradley Wilson,Central,Technology,Accessories,587.16,1,0.03,123.3
ORD-304489,2024-05-22,Rachel Berry,South,Furniture,Bookcases,767.88,2,0.07,130.54
ORD-304490,2024-05-20,Tanya Randall,South,Technology,Phones,405.58,6,0.0,97.34
ORD-304491,2024-02-24,Alyssa Ho,South,Office Supplies,Storage,1010.5,9,0.03,212.2
ORD-304492,2024-12-09,James Gonzalez,West,Furniture,Chairs,559.57,7,0.1,78.34
ORD-304493,2024-03-13,Miss Michelle Miller,East,Furniture,Chairs,572.68,6,0.1,80.18
ORD-304494,2023-11-04,Veronica Bradley,South,Technology,Accessories,404.55,5,0.1,56.64
ORD-304495,2025-10-31,Paul Massey,Central,Furniture,Tables,103.73,2,0.03,21.78
ORD-304496,2025-10-03,Thomas Peterson,East,Technology,Copiers,1031.99,5,0.0,247.68
ORD-304497,2026-01-13,Steven Frederick,East,Office Supplies,Storage,384.99,6,0.03,80.85
ORD-304498,2023-05-26,Nancy Rogers,Central,Office Supplies,Binders,1189.44,5,0.0,285.47
ORD-304499,2026-01-29,Shannon Miller,West,Technology,Copiers,318.13,5,0.03,66.81
ORD-304500,2026-03-26,Mathew Harris,East,Technology,Copiers,896.09,1,0.1,125.45
ORD-304501,2025-05-28,Diane Long,West,Office Supplies,Paper,1311.52,7,0.1,183.61
ORD-304502,2023-09-23,Tammy Hicks,South,Furniture,Bookcases,1380.85,8,0.1,193.32
ORD-304503,2024-03-14,Mario Weiss IV,Central,Office Supplies,Binders,1049.51,3,0.03,220.4
ORD-304504,2026-03-24,Angela Phillips,South,Furniture,Tables,788.21,6,0.0,189.17
ORD-304505,2024-08-31,Stephen Freeman,West,Technology,Phones,905.52,8,0.07,153.94
ORD-304506,2024-02-08,Kent Mccarty,West,Furniture,Chairs,78.55,10,0.0,18.85
ORD-304507,2024-12-10,Makayla Parsons,East,Office Supplies,Paper,884.33,1,0.1,123.81
ORD-304508,2024-08-30,Courtney Campbell,South,Office Supplies,Binders,1046.35,6,0.07,177.88
ORD-304509,2025-02-01,Susan Patterson,Central,Technology,Copiers,1446.54,1,0.0,347.17
ORD-304510,2025-12-30,Nancy Hall,West,Technology,Copiers,960.29,7,0.07,163.25
ORD-304511,2024-07-27,Michael Savage,West,Technology,Phones,1088.23,10,0.07,185.0
ORD-304512,2024-11-24,Kim Hughes,Central,Technology,Accessories,616.22,4,0.1,86.27
ORD-304513,2024-05-14,Wendy Hayes,Central,Technology,Accessories,773.86,8,0.03,162.51
ORD-304514,2024-05-25,Patrick Smith,South,Office Supplies,Paper,1302.49,10,0.0,312.6
ORD-304515,2024-07-19,Brandi Dunn,West,Office Supplies,Paper,962.08,3,0.1,134.69
ORD-304516,2023-04-11,Mercedes Jefferson,East,Office Supplies,Paper,1249.68,1,0.07,212.45
ORD-304517,2025-11-07,Regina Blair,East,Technology,Copiers,368.25,4,0.03,77.33
ORD-304518,2025-02-08,Benjamin Jones,South,Technology,Phones,342.51,3,0.07,58.23
ORD-304519,2023-05-27,Cheryl Cisneros,South,Furniture,Tables,805.82,9,0.1,112.81
ORD-304520,2025-12-18,Rebecca Raymond,West,Furniture,Bookcases,1275.13,8,0.0,306.03
ORD-304521,2025-12-31,Russell Montgomery,East,Technology,Phones,850.92,8,0.03,178.69
ORD-304522,2025-03-27,Mark Mcgrath,Central,Furniture,Tables,554.05,6,0.07,94.19
ORD-304523,2024-11-03,Gabriela Salazar,West,Furniture,Bookcases,980.51,4,0.07,166.69
ORD-304524,2024-07-12,Diana Johnson,West,Technology,Accessories,700.94,6,0.1,98.13
ORD-304525,2025-04-08,Dorothy Chung,East,Furniture,Bookcases,486.46,4,0.0,116.75
ORD-304526,2023-07-16,Anne Howard,Central,Office Supplies,Storage,257.13,4,0.03,54.0
ORD-304527,2024-09-22,Patrick Horton,Central,Furniture,Tables,476.03,3,0.1,66.64
ORD-304528,2026-01-21,Laura Cunningham,South,Technology,Accessories,1451.06,4,0.07,246.68
ORD-304529,2023-10-28,Erin Miller,Central,Office Supplies,Binders,361.19,10,0.0,86.69
ORD-304530,2025-12-20,Donald Johnson,South,Technology,Copiers,243.2,2,0.03,51.07
ORD-304531,2023-12-04,Monica Brooks,South,Furniture,Chairs,842.49,9,0.1,117.95
ORD-304532,2026-03-14,Laura Peters,Central,Office Supplies,Paper,643.16,10,0.1,90.04
ORD-304533,2023-12-02,Gabriel Jenkins,Central,Technology,Copiers,169.53,2,0.0,40.69
ORD-304534,2024-10-01,Michael Ferguson,Central,Furniture,Bookcases,1095.34,4,0.1,153.35
ORD-304535,2023-07-25,Sean Aguilar,South,Technology,Copiers,1219.57,3,0.03,256.11
ORD-304536,2025-05-28,Colleen Smith,West,Technology,Phones,904.85,1,0.07,153.82
ORD-304537,2024-11-05,Anthony Moore,East,Technology,Phones,1146.29,1,0.03,240.72
ORD-304538,2024-09-05,Jonathan Scott,West,Office Supplies,Binders,833.51,9,0.1,116.69
ORD-304539,2025-09-08,Karen Taylor,East,Technology,Phones,562.41,6,0.03,118.11
ORD-304540,2023-10-02,Christopher Johnson,South,Technology,Phones,1007.71,6,0.1,141.08
ORD-304541,2025-08-10,Julie Williams,East,Office Supplies,Storage,1499.97,6,0.1,210.0
ORD-304542,2025-12-02,Sarah Fitzgerald,East,Furniture,Tables,1335.46,8,0.0,320.51
ORD-304543,2025-06-28,Ruben Graham,Central,Office Supplies,Binders,246.63,2,0.1,34.53
ORD-304544,2024-04-20,Jason Davidson,West,Furniture,Chairs,144.48,2,0.0,34.68
ORD-304545,2025-06-23,Jessica Jackson,West,Office Supplies,Binders,1341.96,3,0.03,281.81
ORD-304546,2023-12-06,Samuel Keller,West,Furniture,Tables,1461.0,7,0.1,204.54
ORD-304547,2025-05-07,Tiffany Rogers,South,Technology,Phones,1294.24,6,0.07,220.02
ORD-304548,2023-11-20,Sarah Harris,South,Technology,Phones,92.61,10,0.07,15.74
ORD-304549,2025-07-27,Shelby Cooley,East,Furniture,Chairs,822.24,2,0.03,172.67
ORD-304550,2023-04-06,Jesse Sherman,West,Technology,Accessories,556.12,4,0.0,133.47
ORD-304551,2025-05-30,Stephanie Soto,East,Office Supplies,Storage,1180.34,5,0.03,247.87
ORD-304552,2024-08-25,Stephanie Mcdowell,East,Technology,Phones,128.43,9,0.07,21.83
ORD-304553,2024-05-18,Anthony Garcia,Central,Technology,Copiers,1058.98,6,0.1,148.26
ORD-304554,2023-08-13,Jason Miller,East,Furniture,Bookcases,830.46,3,0.0,199.31
ORD-304555,2025-10-11,Michael Brown,East,Office Supplies,Paper,1407.27,7,0.07,239.24
ORD-304556,2024-06-23,Sarah Fernandez,Central,Furniture,Bookcases,796.75,3,0.03,167.32
ORD-304557,2024-11-24,Joseph Gibson,South,Technology,Accessories,531.2,10,0.07,90.3
ORD-304558,2024-09-26,William Krause,Central,Technology,Copiers,103.25,8,0.1,14.45
ORD-304559,2024-04-06,Dakota Leblanc,East,Furniture,Tables,629.57,8,0.0,151.1
ORD-304560,2024-02-15,Jose Smith,West,Furniture,Chairs,255.05,6,0.1,35.71
ORD-304561,2024-12-14,Julie Beck,West,Technology,Accessories,503.34,8,0.0,120.8
ORD-304562,2024-01-20,Maureen Wagner,Central,Technology,Copiers,687.94,2,0.07,116.95
ORD-304563,2023-09-30,Brian Jones,Central,Office Supplies,Binders,847.72,6,0.1,118.68
ORD-304564,2023-07-24,Wanda Jones,Central,Technology,Phones,335.66,10,0.03,70.49
ORD-304565,2024-11-08,Jeanette Bryant,West,Technology,Copiers,1258.88,2,0.07,214.01
ORD-304566,2024-06-02,Amy Walton,Central,Furniture,Bookcases,284.79,1,0.0,68.35
ORD-304567,2025-01-22,Nathan Mcdonald,West,Office Supplies,Storage,120.06,9,0.1,16.81
ORD-304568,2024-08-30,Dr. Jennifer Fowler MD,East,Technology,Accessories,113.49,3,0.03,23.83
ORD-304569,2023-07-20,Richard Phillips,Central,Technology,Copiers,556.2,5,0.1,77.87
ORD-304570,2025-07-29,Larry Parrish,Central,Furniture,Chairs,642.44,8,0.1,89.94
ORD-304571,2024-04-01,David Williams,West,Office Supplies,Paper,1423.94,1,0.0,341.75
ORD-304572,2024-07-02,Amy Foster,West,Technology,Accessories,292.54,9,0.07,49.73
ORD-304573,2025-12-03,Robert Martin,Central,Office Supplies,Paper,1055.46,5,0.0,253.31
ORD-304574,2023-10-01,Erika Hernandez,West,Technology,Phones,194.02,2,0.1,27.16
ORD-304575,2023-05-13,Aaron Anderson,South,Technology,Copiers,369.73,6,0.07,62.85
ORD-304576,2024-07-09,Terri Hayes,South,Office Supplies,Binders,1361.35,7,0.07,231.43
ORD-304577,2025-11-27,Jennifer Allison,Central,Technology,Copiers,159.41,7,0.0,38.26
ORD-304578,2023-07-17,Brian Mayo,West,Furniture,Chairs,902.22,8,0.0,216.53
ORD-304579,2024-02-14,Robert Davis,South,Office Supplies,Storage,1210.05,5,0.0,290.41
ORD-304580,2023-06-30,Mark Morales,Central,Office Supplies,Binders,532.87,9,0.03,111.9
ORD-304581,2023-05-16,Katie Johnston,West,Technology,Accessories,1214.08,3,0.07,206.39
ORD-304582,2024-05-10,Eric Hayes,South,Office Supplies,Storage,662.76,8,0.0,159.06
ORD-304583,2023-05-02,Jenna Green,South,Furniture,Tables,1388.66,3,0.0,333.28
ORD-304584,2025-06-27,Jennifer Taylor,South,Office Supplies,Storage,1398.11,4,0.1,195.74
ORD-304585,2025-10-10,Michael Pitts,South,Office Supplies,Paper,1151.69,7,0.03,241.85
ORD-304586,2023-09-14,John Mcdonald,East,Furniture,Bookcases,1134.28,3,0.03,238.2
ORD-304587,2024-03-28,Kerri Ayala,East,Office Supplies,Paper,704.67,7,0.03,147.98
ORD-304588,2024-05-12,David Goodwin,Central,Furniture,Bookcases,504.95,3,0.0,121.19
ORD-304589,2023-05-19,Mary Pierce,South,Furniture,Bookcases,1380.81,4,0.03,289.97
ORD-304590,2025-07-20,Crystal Adams,Central,Furniture,Chairs,682.04,5,0.07,115.95
ORD-304591,2025-04-17,James Kelley,South,Furniture,Tables,1291.55,9,0.03,271.23
ORD-304592,2025-11-29,Mrs. Kimberly Brandt,East,Technology,Accessories,1026.65,3,0.03,215.6
ORD-304593,2025-06-19,Jennifer Diaz,East,Technology,Accessories,448.58,2,0.0,107.66
ORD-304594,2023-10-25,Jacqueline Kaiser,East,Furniture,Chairs,1477.87,7,0.0,354.69
ORD-304595,2025-11-24,Gene Knapp,West,Furniture,Bookcases,1440.81,5,0.0,345.79
ORD-304596,2025-07-28,Jeffrey Potter,Central,Technology,Phones,642.04,10,0.07,109.15
ORD-304597,2025-11-21,Christopher Davila,South,Office Supplies,Binders,1187.45,8,0.0,284.99
ORD-304598,2026-02-25,Jeffrey Fischer,East,Furniture,Tables,152.16,1,0.1,21.3
ORD-304599,2024-11-02,Susan Shaw,East,Technology,Phones,1424.2,8,0.07,242.11
ORD-304600,2025-09-21,Tabitha Graham,West,Technology,Accessories,106.53,9,0.0,25.57
ORD-304601,2024-07-14,Jeffery Lewis,West,Office Supplies,Storage,1293.67,3,0.1,181.11
ORD-304602,2025-11-07,Victoria Young,South,Technology,Accessories,989.83,5,0.03,207.86
ORD-304603,2025-07-19,Todd Daniels,East,Furniture,Bookcases,712.99,10,0.03,149.73
ORD-304604,2025-07-12,Sarah Herring,West,Furniture,Chairs,1046.1,2,0.0,251.06
ORD-304605,2025-09-29,Karen Gonzales,West,Technology,Phones,1048.65,3,0.03,220.22
ORD-304606,2023-05-09,Justin Smith,Central,Technology,Copiers,827.08,5,0.1,115.79
ORD-304607,2024-01-27,Mary Palmer,South,Technology,Accessories,279.9,4,0.0,67.18
ORD-304608,2023-09-25,Erin Thompson,East,Technology,Accessories,401.73,1,0.0,96.42
ORD-304609,2024-10-11,Garrett Nolan,South,Office Supplies,Binders,1186.28,7,0.07,201.67
ORD-304610,2023-12-21,Charles Barton,West,Technology,Copiers,1090.54,8,0.07,185.39
